Location_ID,County,City,State,Postal Code,Vehicle Location,Longitude,Latitude
L000001,Las Animas,Trinidad,CO,81082,POINT (-104.5164515 37.1682585),-104.5164515,37.1682585
L000002,El Paso,Colorado Springs,CO,80925,POINT (-104.6433786 38.7419669),-104.6433786,38.7419669
L000003,El Paso,Colorado Springs,CO,80908,POINT (-104.7143451 39.0313655),-104.7143451,39.0313655
L000004,El Paso,Colorado Springs,CO,80923,POINT (-104.7171991 38.9258926),-104.7171991,38.9258926
L000005,Adams,Aurora,CO,80019,POINT (-104.733756 39.7731412),-104.733756,39.7731412
L000006,Douglas,Parker,CO,80134,POINT (-104.7746063 39.5154005),-104.7746063,39.5154005
L000007,Laramie,Cheyenne,WY,82001,POINT (-104.7952484 41.1442461),-104.7952484,41.1442461
L000008,El Paso,Colorado Springs,CO,80907,POINT (-104.8244821 38.8777728),-104.8244821,38.8777728
L000009,El Paso,Colorado Springs,CO,80921,POINT (-104.8314684 39.0364661),-104.8314684,39.0364661
L000010,El Paso,Colorado Springs,CO,80919,POINT (-104.8519382 38.9235861),-104.8519382,38.9235861
L000011,Douglas,Castle Rock,CO,80104,POINT (-104.855075 39.373455),-104.855075,39.373455
L000012,Arapahoe,Englewood,CO,80111,POINT (-104.8750737 39.6055754),-104.8750737,39.6055754
L000013,Larimer,Timnath,CO,80547,POINT (-104.9659564 40.5166002),-104.9659564,40.5166002
L000014,Boulder,Longmont,CO,80501,POINT (-105.10686 40.16174),-105.10686,40.16174
L000015,Otero,Holloman Air Force Base,NM,88330,POINT (-106.0794796 32.8350456),-106.0794796,32.8350456
L000016,El Paso,El Paso,TX,79927,POINT (-106.27334 31.650735),-106.27334,31.650735
L000017,El Paso,El Paso,TX,79911,POINT (-106.5687955 31.8947073),-106.5687955,31.8947073
L000018,Sheridan,Sheridan,WY,82801,POINT (-106.9536599 44.7936462),-106.9536599,44.7936462
L000019,Cochise,Fort Huachuca,AZ,85613,POINT (-110.3485647 31.5566886),-110.3485647,31.5566886
L000020,Pinal,Tucson,AZ,85739,POINT (-110.9016211 32.507734),-110.9016211,32.507734
L000021,Pima,Tucson,AZ,85718,POINT (-110.9156341 32.3050619),-110.9156341,32.3050619
L000022,Pinal,Apache Junction,AZ,85119,POINT (-111.539855 33.40916),-111.539855,33.40916
L000023,Maricopa,Chandler,AZ,85249,POINT (-111.796174 33.222636),-111.796174,33.222636
L000024,Salt Lake,Salt Lake City,UT,84121,POINT (-111.820697 40.6257225),-111.820697,40.6257225
L000025,Maricopa,Chandler,AZ,85248,POINT (-111.8614234 33.2369776),-111.8614234,33.2369776
L000026,Salt Lake,Salt Lake City,UT,84115,POINT (-111.88824 40.729685),-111.88824,40.729685
L000027,Maricopa,Scottsdale,AZ,85250,POINT (-111.9159524 33.5173207),-111.9159524,33.5173207
L000028,Maricopa,Tempe,AZ,85281,POINT (-111.9455244 33.42316),-111.9455244,33.42316
L000029,Maricopa,Phoenix,AZ,85028,POINT (-112.008736 33.583784),-112.008736,33.583784
L000030,Maricopa,Phoenix,AZ,85040,POINT (-112.0265249 33.4051142),-112.0265249,33.4051142
L000031,Maricopa,Phoenix,AZ,85086,POINT (-112.103752 33.8321118),-112.103752,33.8321118
L000032,Tooele,Tooele,UT,84074,POINT (-112.28485 40.529185),-112.28485,40.529185
L000033,Clark,Laughlin,NV,89029,POINT (-114.619739 35.1391179),-114.619739,35.1391179
L000034,Clark,Las Vegas,NV,89118,POINT (-115.192525 36.08814),-115.192525,36.08814
L000035,Clark,Las Vegas,NV,89131,POINT (-115.239044 36.295982),-115.239044,36.295982
L000036,Clark,Las Vegas,NV,89145,POINT (-115.272539 36.170588),-115.272539,36.170588
L000037,Clark,Las Vegas,NV,89129,POINT (-115.324085 36.22763),-115.324085,36.22763
L000038,Clark,Las Vegas,NV,89135,POINT (-115.3260934 36.1319345),-115.3260934,36.1319345
L000039,Clark,Las Vegas,NV,89166,POINT (-115.3295057 36.2983052),-115.3295057,36.2983052
L000040,Clark,Las Vegas,NV,89138,POINT (-115.3574812 36.1729519),-115.3574812,36.1729519
L000041,Ada,Boise,ID,83706,POINT (-116.197355 43.59162),-116.197355,43.59162
L000042,Ada,Boise,ID,83702,POINT (-116.207032 43.628828),-116.207032,43.628828
L000043,Riverside,Indio,CA,92201,POINT (-116.21818 33.71927),-116.21818,33.71927
L000044,Riverside,Cathedral City,CA,92234,POINT (-116.464199 33.807798),-116.464199,33.807798
L000045,San Bernardino,Fort Irwin,CA,92310,POINT (-116.6984466 35.2618843),-116.6984466,35.2618843
L000046,Kootenai,Worley,ID,83876,POINT (-116.8826034 47.4663401),-116.8826034,47.4663401
L000047,Kootenai,Post Falls,ID,83854,POINT (-116.9427449 47.7272526),-116.9427449,47.7272526
L000048,San Diego,Chula Vista,CA,91915,POINT (-116.957873 32.631669),-116.957873,32.631669
L000049,San Diego,Chula Vista,CA,91913,POINT (-116.9854857 32.6312931),-116.9854857,32.6312931
L000050,San Diego,San Diego,CA,92154,POINT (-117.0337898 32.5668843),-117.0337898,32.5668843
L000051,San Diego,La Mesa,CA,91942,POINT (-117.03397 32.765925),-117.03397,32.765925
L000052,San Diego,San Diego,CA,92114,POINT (-117.056643 32.708906),-117.056643,32.708906
L000053,Asotin,Asotin,WA,99402,POINT (-117.0595188 46.2653979),-117.0595188,46.2653979
L000054,Spokane,Newman Lake,WA,99025,POINT (-117.075672 47.736783),-117.075672,47.736783
L000055,Whitman,Tekoa,WA,99033,POINT (-117.0774369 47.2271563),-117.0774369,47.2271563
L000056,Whitman,Palouse,WA,99161,POINT (-117.078955 46.9109331),-117.078955,46.9109331
L000057,Asotin,Clarkston,WA,99403,POINT (-117.08094 46.396152),-117.08094,46.396152
L000058,San Diego,San Diego,CA,92131,POINT (-117.083459 32.914886),-117.083459,32.914886
L000059,Whitman,Uniontown,WA,99179,POINT (-117.0888411 46.5368234),-117.0888411,46.5368234
L000060,San Diego,San Diego,CA,92124,POINT (-117.096935 32.824435),-117.096935,32.824435
L000061,Spokane,Liberty Lake,WA,99019,POINT (-117.09883 47.6679943),-117.09883,47.6679943
L000062,San Diego,San Diego,CA,92136,POINT (-117.121336 32.680668),-117.121336,32.680668
L000063,San Diego,San Diego,CA,92126,POINT (-117.1254974 32.9234606),-117.1254974,32.9234606
L000064,Whitman,Uniontown,WA,99113,POINT (-117.1284737 46.5688312),-117.1284737,46.5688312
L000065,Spokane,Spokane Valley,WA,99027,POINT (-117.1286861 47.7004092),-117.1286861,47.7004092
L000066,San Diego,San Diego,CA,92102,POINT (-117.139715 32.7116),-117.139715,32.7116
L000067,Spokane,Rockford,WA,99030,POINT (-117.1403337 47.4784293),-117.1403337,47.4784293
L000068,Whitman,Garfield,WA,99130,POINT (-117.149722 47.004243),-117.149722,47.004243
L000069,Spokane,Latah,WA,99018,POINT (-117.158389 47.2806139),-117.158389,47.2806139
L000070,Spokane,Spokane Valley,WA,99016,POINT (-117.1598888 47.6568937),-117.1598888,47.6568937
L000071,San Diego,San Diego,CA,92101,POINT (-117.160635 32.717795),-117.160635,32.717795
L000072,Riverside,Menifee,CA,92585,POINT (-117.1627736 33.725296),-117.1627736,33.725296
L000073,San Diego,San Diego,CA,92103,POINT (-117.16304 32.746955),-117.16304,32.746955
L000074,Pend Oreille,Newport,WA,99156,POINT (-117.164316 48.150501),-117.164316,48.150501
L000075,Whitman,Pullman,WA,99163,POINT (-117.17912 46.730885),-117.17912,46.730885
L000076,San Bernardino,Apple Valley,CA,92308,POINT (-117.191369 34.464256),-117.191369,34.464256
L000077,Spokane,Spokane Valley,WA,99037,POINT (-117.193798 47.646855),-117.193798,47.646855
L000078,Spokane,Mica,WA,99023,POINT (-117.1957101 47.5511952),-117.1957101,47.5511952
L000079,Spokane,Spokane Valley,WA,99216,POINT (-117.21264 47.6587754),-117.21264,47.6587754
L000080,Spokane,Waverly,WA,99039,POINT (-117.2278229 47.3422938),-117.2278229,47.3422938
L000081,San Diego,San Diego,CA,92106,POINT (-117.229395 32.727105),-117.229395,32.727105
L000082,Whitman,Oakesdale,WA,99158,POINT (-117.2378429 47.1293389),-117.2378429,47.1293389
L000083,San Diego,San Diego,CA,92107,POINT (-117.2436323 32.742267),-117.2436323,32.742267
L000084,Spokane,Spokane Valley,WA,99206,POINT (-117.24549 47.6534),-117.24549,47.6534
L000085,Spokane,Spokane,WA,99036,POINT (-117.2492874 47.5315211),-117.2492874,47.5315211
L000086,San Diego,Vista,CA,92083,POINT (-117.2534342 33.1978229),-117.2534342,33.1978229
L000087,San Diego,Oceanside,CA,92056,POINT (-117.27047 33.21481),-117.27047,33.21481
L000088,Riverside,Wildomar,CA,92595,POINT (-117.2733972 33.6015304),-117.2733972,33.6015304
L000089,Spokane,Mead,WA,99021,POINT (-117.2795761 47.7874548),-117.2795761,47.7874548
L000090,Pend Oreille,Usk,WA,99180,POINT (-117.2805111 48.300119),-117.2805111,48.300119
L000091,Spokane,Elk,WA,99009,POINT (-117.280878 48.0172413),-117.280878,48.0172413
L000092,San Diego,Oceanside,CA,92057,POINT (-117.295294 33.246484),-117.295294,33.246484
L000093,Spokane,Spokane Valley,WA,99212,POINT (-117.308052 47.667462),-117.308052,47.667462
L000094,Spokane,Chattaroy,WA,99003,POINT (-117.3099042 47.917899),-117.3099042,47.917899
L000095,Spokane,Spokane,WA,99217,POINT (-117.3167812 47.7100595),-117.3167812,47.7100595
L000096,Pend Oreille,Cusick,WA,99119,POINT (-117.3217105 48.5202255),-117.3217105,48.5202255
L000097,San Diego,Oceanside,CA,92058,POINT (-117.353547 33.230939),-117.353547,33.230939
L000098,Whitman,Colfax,WA,99111,POINT (-117.3631029 46.8783751),-117.3631029,46.8783751
L000099,Whitman,Rosalia,WA,99170,POINT (-117.366271 47.248041),-117.366271,47.248041
L000100,San Diego,Oceanside,CA,92051,POINT (-117.3680354 33.1992152),-117.3680354,33.1992152
L000101,Spokane,Spokane,WA,99223,POINT (-117.369705 47.62637),-117.369705,47.62637
L000102,Spokane,Colbert,WA,99005,POINT (-117.3704451 47.8280009),-117.3704451,47.8280009
L000103,Spokane,Spokane,WA,99202,POINT (-117.383045 47.661935),-117.383045,47.661935
L000104,Spokane,Spangle,WA,99031,POINT (-117.385127 47.4453436),-117.385127,47.4453436
L000105,Spokane,Spokane,WA,99207,POINT (-117.387659 47.686036),-117.387659,47.686036
L000106,Spokane,Spokane,WA,99203,POINT (-117.402924 47.63041),-117.402924,47.63041
L000107,Spokane,Spokane,WA,99208,POINT (-117.40725 47.718625),-117.40725,47.718625
L000108,Pend Oreille,Ione,WA,99139,POINT (-117.4135482 48.7224933),-117.4135482,48.7224933
L000109,Spokane,Spokane,WA,99218,POINT (-117.415751 47.759305),-117.415751,47.759305
L000110,Spokane,Spokane,WA,99205,POINT (-117.42694 47.67946),-117.42694,47.67946
L000111,Spokane,Spokane,WA,99204,POINT (-117.43167 47.64724),-117.43167,47.64724
L000112,Spokane,Spokane,WA,99201,POINT (-117.431895 47.667155),-117.431895,47.667155
L000113,Spokane,Deer Park,WA,99006,POINT (-117.4675458 47.9531175),-117.4675458,47.9531175
L000114,Spokane,Spokane,WA,99224,POINT (-117.4880843 47.6320646),-117.4880843,47.6320646
L000115,Stevens,Clayton,WA,99110,POINT (-117.5594351 47.9968309),-117.5594351,47.9968309
L000116,Orange,Trabuco Canyon,CA,92679,POINT (-117.579636 33.633329),-117.579636,33.633329
L000117,Whitman,St John,WA,99171,POINT (-117.5809325 47.0871554),-117.5809325,47.0871554
L000118,Spokane,Cheney,WA,99004,POINT (-117.5836098 47.4951312),-117.5836098,47.4951312
L000119,Spokane,Airway Heights,WA,99001,POINT (-117.587865 47.6451),-117.587865,47.6451
L000120,Garfield,Pomeroy,WA,99347,POINT (-117.60089 46.473565),-117.60089,46.473565
L000121,Stevens,Nine Mile Falls,WA,99026,POINT (-117.6098695 47.8047804),-117.6098695,47.8047804
L000122,San Diego,San Clemente,CA,92672,POINT (-117.614409 33.4256414),-117.614409,33.4256414
L000123,Stevens,Loon Lake,WA,99148,POINT (-117.6261017 48.0876584),-117.6261017,48.0876584
L000124,Spokane,Fairchild Air Force Base,WA,99011,POINT (-117.655624 47.630736),-117.655624,47.630736
L000125,Kern,Ridgecrest,CA,93555,POINT (-117.67228 35.62073),-117.67228,35.62073
L000126,Spokane,Medical Lake,WA,99022,POINT (-117.680927 47.587165),-117.680927,47.587165
L000127,Whitman,Endicott,WA,99125,POINT (-117.6848888 46.9282526),-117.6848888,46.9282526
L000128,Orange,Lake Forest,CA,92630,POINT (-117.7092181 33.6301861),-117.7092181,33.6301861
L000129,Stevens,Chewelah,WA,99109,POINT (-117.7197255 48.2800083),-117.7197255,48.2800083
L000130,Stevens,Valley,WA,99181,POINT (-117.7262049 48.1751396),-117.7262049,48.1751396
L000131,Orange,Irvine,CA,92620,POINT (-117.74619 33.70468),-117.74619,33.70468
L000132,Orange,Irvine,CA,92618,POINT (-117.746662 33.665032),-117.746662,33.665032
L000133,Stevens,Springdale,WA,99173,POINT (-117.7713321 48.0461344),-117.7713321,48.0461344
L000134,Stevens,Tumtum,WA,99034,POINT (-117.7785926 47.8830342),-117.7785926,47.8830342
L000135,Stevens,Northport,WA,99157,POINT (-117.7886042 48.9119603),-117.7886042,48.9119603
L000136,Lincoln,Ford,WA,99013,POINT (-117.847708 47.8268744),-117.847708,47.8268744
L000137,Spokane,Reardan,WA,99029,POINT (-117.8658976 47.723604),-117.8658976,47.723604
L000138,Spokane,Edwall,WA,99008,POINT (-117.869688 47.550759),-117.869688,47.550759
L000139,Whitman,Lacrosse,WA,99143,POINT (-117.8763768 46.8133998),-117.8763768,46.8133998
L000140,Stevens,Colville,WA,99114,POINT (-117.90431 48.547075),-117.90431,48.547075
L000141,Whitman,Lamont,WA,99017,POINT (-117.9062409 47.2014807),-117.9062409,47.2014807
L000142,Stevens,Addy,WA,99101,POINT (-117.913611 48.361989),-117.913611,48.361989
L000143,Columbia,Dayton,WA,99328,POINT (-117.9665373 46.3125369),-117.9665373,46.3125369
L000144,Stevens,Evans,WA,99126,POINT (-117.9775634 48.7199812),-117.9775634,48.7199812
L000145,Lincoln,Sprague,WA,99032,POINT (-117.9860388 47.2991291),-117.9860388,47.2991291
L000146,Orange,Midway City,CA,92655,POINT (-117.986377 33.746077),-117.986377,33.746077
L000147,Stevens,Wellpinit,WA,99040,POINT (-117.98957 47.892405),-117.98957,47.892405
L000148,Orange,Buena Park,CA,90621,POINT (-117.997795 33.86741),-117.997795,33.86741
L000149,Orange,Buena Park,CA,90620,POINT (-118.015225 33.843047),-118.015225,33.843047
L000150,Stevens,Kettle Falls,WA,99141,POINT (-118.0710369 48.6308016),-118.0710369,48.6308016
L000151,Los Angeles,Lakewood,CA,90713,POINT (-118.113267 33.84935),-118.113267,33.84935
L000152,Stevens,Rice,WA,99167,POINT (-118.1360479 48.4256693),-118.1360479,48.4256693
L000153,Stevens,Gifford,WA,99131,POINT (-118.138888 48.28588),-118.138888,48.28588
L000154,Walla Walla,Waitsburg,WA,99361,POINT (-118.150614 46.263459),-118.150614,46.263459
L000155,Stevens,Hunters,WA,99137,POINT (-118.174956 48.125749),-118.174956,48.125749
L000156,Los Angeles,Long Beach,CA,90802,POINT (-118.1850193 33.7700986),-118.1850193,33.7700986
L000157,Lincoln,Davenport,WA,99122,POINT (-118.186805 47.722719),-118.186805,47.722719
L000158,Kern,Rosamond,CA,93560,POINT (-118.2291519 34.8621922),-118.2291519,34.8621922
L000159,Los Angeles,Lancaster,CA,93536,POINT (-118.242595 34.685088),-118.242595,34.685088
L000160,Lincoln,Harrington,WA,99134,POINT (-118.2551948 47.4756361),-118.2551948,47.4756361
L000161,Ferry,Inchelium,WA,99138,POINT (-118.263469 48.2964065),-118.263469,48.2964065
L000162,Adams,Washtucna,WA,99371,POINT (-118.3127245 46.7558386),-118.3127245,46.7558386
L000163,Los Angeles,Gardena,CA,90249,POINT (-118.3166199 33.9019252),-118.3166199,33.9019252
L000164,Los Angeles,Torrance,CA,90504,POINT (-118.331273 33.871521),-118.331273,33.871521
L000165,Los Angeles,Los Angeles,CA,90016,POINT (-118.3417 34.02851),-118.3417,34.02851
L000166,Walla Walla,Walla Walla,WA,99362,POINT (-118.34332 46.063985),-118.34332,46.063985
L000167,Adams,Ritzville,WA,99169,POINT (-118.3860485 47.1193181),-118.3860485,47.1193181
L000168,Walla Walla,College Place,WA,99324,POINT (-118.3885398 46.0448318),-118.3885398,46.0448318
L000169,Los Angeles,North Hollywood,CA,91606,POINT (-118.39197 34.18667),-118.39197,34.18667
L000170,Los Angeles,Los Angeles,CA,90064,POINT (-118.434133 34.033613),-118.434133,34.033613
L000171,Lincoln,Lincoln,WA,99147,POINT (-118.4446784 47.8371288),-118.4446784,47.8371288
L000172,Ferry,Danville,WA,99121,POINT (-118.5013132 48.9920521),-118.5013132,48.9920521
L000173,Lincoln,Creston,WA,99117,POINT (-118.505405 47.765249),-118.505405,47.765249
L000174,Los Angeles,Reseda,CA,91335,POINT (-118.5404691 34.2010655),-118.5404691,34.2010655
L000175,Adams,Lind,WA,99341,POINT (-118.6294014 46.9712689),-118.6294014,46.9712689
L000176,Walla Walla,Touchet,WA,99360,POINT (-118.651393 46.0427632),-118.651393,46.0427632
L000177,Ferry,Curlew,WA,99118,POINT (-118.6647739 48.8936878),-118.6647739,48.8936878
L000178,Ferry,Keller,WA,99140,POINT (-118.692602 48.095104),-118.692602,48.095104
L000179,Lincoln,Odessa,WA,99159,POINT (-118.6929775 47.3333535),-118.6929775,47.3333535
L000180,Lincoln,Wilbur,WA,99185,POINT (-118.7072861 47.7633638),-118.7072861,47.7633638
L000181,Ferry,Republic,WA,99166,POINT (-118.732885 48.64804),-118.732885,48.64804
L000182,Franklin,Connell,WA,99326,POINT (-118.8749948 46.6639697),-118.8749948,46.6639697
L000183,Ventura,Moorpark,CA,93021,POINT (-118.883344 34.285348),-118.883344,34.285348
L000184,Ventura,Newbury Park,CA,91320,POINT (-118.931591 34.180936),-118.931591,34.180936
L000185,Lincoln,Almira,WA,99103,POINT (-118.94157 47.710925),-118.94157,47.710925
L000186,Okanogan,Elmer City,WA,99124,POINT (-118.9539579 47.9975823),-118.9539579,47.9975823
L000187,Okanogan,Coulee Dam,WA,99116,POINT (-118.9687702 47.9737952),-118.9687702,47.9737952
L000188,Okanogan,Nespelem,WA,99155,POINT (-118.976655 48.166365),-118.976655,48.166365
L000189,Walla Walla,Burbank,WA,99323,POINT (-118.9834861 46.188258),-118.9834861,46.188258
L000190,Grant,Marlin,WA,98832,POINT (-119.0003404 47.3192513),-119.0003404,47.3192513
L000191,Lincoln,Grand Coulee,WA,99133,POINT (-119.00325 47.942725),-119.00325,47.942725
L000192,Franklin,Eltopia,WA,99330,POINT (-119.0407977 46.4671917),-119.0407977,46.4671917
L000193,Grant,Warden,WA,98857,POINT (-119.0425785 46.9717011),-119.0425785,46.9717011
L000194,Ventura,Camarillo,CA,93010,POINT (-119.042975 34.22104),-119.042975,34.22104
L000195,Grant,Electric City,WA,99123,POINT (-119.0660667 47.9098099),-119.0660667,47.9098099
L000196,Franklin,Pasco,WA,99301,POINT (-119.0982 46.232395),-119.0982,46.232395
L000197,Benton,Kennewick,WA,99337,POINT (-119.106637 46.173866),-119.106637,46.173866
L000198,Grant,Hartline,WA,99135,POINT (-119.108221 47.686919),-119.108221,47.686919
L000199,Benton,Kennewick,WA,99336,POINT (-119.113535 46.204945),-119.113535,46.204945
L000200,Franklin,Mesa,WA,99343,POINT (-119.134748 46.58913),-119.134748,46.58913
L000201,Ventura,Port Hueneme,CA,93041,POINT (-119.192955 34.15075),-119.192955,34.15075
L000202,Grant,Othello,WA,99344,POINT (-119.1988575 46.8171276),-119.1988575,46.8171276
L000203,Okanogan,Tonasket,WA,98855,POINT (-119.2397961 48.6677543),-119.2397961,48.6677543
L000204,Grant,Moses Lake,WA,98837,POINT (-119.2599876 47.1240154),-119.2599876,47.1240154
L000205,Benton,Kennewick,WA,99338,POINT (-119.260882 46.194303),-119.260882,46.194303
L000206,Grant,Stratford,WA,98853,POINT (-119.2833775 47.4258084),-119.2833775,47.4258084
L000207,Ventura,Ventura,CA,93001,POINT (-119.289265 34.280165),-119.289265,34.280165
L000208,Benton,Richland,WA,99354,POINT (-119.2905959 46.3041837),-119.2905959,46.3041837
L000209,Benton,Richland,WA,99352,POINT (-119.2952071 46.272495),-119.2952071,46.272495
L000210,Okanogan,Oroville,WA,98844,POINT (-119.3282408 48.9335881),-119.3282408,48.9335881
L000211,Grant,Coulee City,WA,99115,POINT (-119.359579 47.610329),-119.359579,47.610329
L000212,Benton,Plymouth,WA,99346,POINT (-119.3599856 45.9336308),-119.3599856,45.9336308
L000213,Benton,West Richland,WA,99353,POINT (-119.3627425 46.2950373),-119.3627425,46.2950373
L000214,Benton,Benton City,WA,99320,POINT (-119.473761 46.2672005),-119.473761,46.2672005
L000215,Grant,Soap Lake,WA,98851,POINT (-119.485115 47.38686),-119.485115,47.38686
L000216,Okanogan,Riverside,WA,98849,POINT (-119.5037972 48.4997596),-119.5037972,48.4997596
L000217,Okanogan,Omak,WA,98841,POINT (-119.529965 48.41147),-119.529965,48.41147
L000218,Grant,Ephrata,WA,98823,POINT (-119.55513 47.31936),-119.55513,47.31936
L000219,Okanogan,Okanogan,WA,98840,POINT (-119.5875704 48.3648226),-119.5875704,48.3648226
L000220,Benton,Paterson,WA,99345,POINT (-119.603094 45.939673),-119.603094,45.939673
L000221,Douglas,Mansfield,WA,98830,POINT (-119.6330487 47.8136389),-119.6330487,47.8136389
L000222,Grant,Royal City,WA,99357,POINT (-119.6369207 46.9019969),-119.6369207,46.9019969
L000223,Douglas,Bridgeport,WA,98813,POINT (-119.6733993 48.0071888),-119.6733993,48.0071888
L000224,Washoe,Reno,NV,89521,POINT (-119.7280247 39.4154826),-119.7280247,39.4154826
L000225,Benton,Prosser,WA,99350,POINT (-119.769315 46.204995),-119.769315,46.204995
L000226,Okanogan,Brewster,WA,98812,POINT (-119.7700262 48.1088997),-119.7700262,48.1088997
L000227,Kings,Lemoore,CA,93245,POINT (-119.783735 36.303825),-119.783735,36.303825
L000228,Grant,Quincy,WA,98848,POINT (-119.8493873 47.2339933),-119.8493873,47.2339933
L000229,Grant,Mattawa,WA,99349,POINT (-119.901675 46.7377996),-119.901675,46.7377996
L000230,Yakima,Grandview,WA,98930,POINT (-119.91556 46.249215),-119.91556,46.249215
L000231,Douglas,Palisades,WA,98845,POINT (-119.9267352 47.4014253),-119.9267352,47.4014253
L000232,Okanogan,Methow,WA,98846,POINT (-119.9423203 48.0572187),-119.9423203,48.0572187
L000233,Kittitas,Vantage,WA,98950,POINT (-119.9896406 46.944296),-119.9896406,46.944296
L000234,Yakima,Mabton,WA,98935,POINT (-119.9999786 46.2099605),-119.9999786,46.2099605
L000235,Okanogan,Methow,WA,98834,POINT (-120.0031377 48.1271792),-120.0031377,48.1271792
L000236,Yakima,Sunnyside,WA,98944,POINT (-120.0061707 46.3264238),-120.0061707,46.3264238
L000237,El Dorado,South Lake Tahoe,CA,96155,POINT (-120.015701 38.853407),-120.015701,38.853407
L000238,Chelan,Chelan,WA,98816,POINT (-120.0453013 47.8563197),-120.0453013,47.8563197
L000239,Douglas,Waterville,WA,98858,POINT (-120.0641847 47.6482741),-120.0641847,47.6482741
L000240,Yakima,Outlook,WA,98938,POINT (-120.0935442 46.3502944),-120.0935442,46.3502944
L000241,Okanogan,Carlton,WA,98814,POINT (-120.107652 48.2427634),-120.107652,48.2427634
L000242,Okanogan,Twisp,WA,98856,POINT (-120.1414067 48.367801),-120.1414067,48.367801
L000243,Douglas,Rock Island,WA,98850,POINT (-120.1426512 47.3731618),-120.1426512,47.3731618
L000244,Douglas,Orondo,WA,98843,POINT (-120.1436679 47.7713817),-120.1436679,47.7713817
L000245,Chelan,Manson,WA,98831,POINT (-120.147741 47.8988976),-120.147741,47.8988976
L000246,Yakima,Granger,WA,98932,POINT (-120.1934 46.345135),-120.1934,46.345135
L000247,Chelan,Malaga,WA,98828,POINT (-120.2037501 47.3533105),-120.2037501,47.3533105
L000248,Klickitat,Roosevelt,WA,99356,POINT (-120.2183886 45.7427072),-120.2183886,45.7427072
L000249,Okanogan,Winthrop,WA,98862,POINT (-120.2222424 48.4862039),-120.2222424,48.4862039
L000250,Yakima,Zillah,WA,98953,POINT (-120.26317 46.40556),-120.26317,46.40556
L000251,Chelan,Entiat,WA,98822,POINT (-120.285857 47.724605),-120.285857,47.724605
L000252,Douglas,East Wenatchee,WA,98802,POINT (-120.28674 47.4176),-120.28674,47.4176
L000253,Yakima,Toppenish,WA,98948,POINT (-120.31287 46.37534),-120.31287,46.37534
L000254,Chelan,Wenatchee,WA,98801,POINT (-120.32009 47.42255),-120.32009,47.42255
L000255,Yakima,Moxee,WA,98936,POINT (-120.3552229 46.550869),-120.3552229,46.550869
L000256,Kittitas,Kittitas,WA,98934,POINT (-120.4176095 46.9833746),-120.4176095,46.9833746
L000257,Okanogan,Mazama,WA,98833,POINT (-120.4267748 48.5934742),-120.4267748,48.5934742
L000258,Yakima,Wapato,WA,98951,POINT (-120.448617 46.4426932),-120.448617,46.4426932
L000259,Santa Barbara,Lompoc,CA,93436,POINT (-120.454675 34.642185),-120.454675,34.642185
L000260,Yakima,Yakima,WA,98901,POINT (-120.4688751 46.6046178),-120.4688751,46.6046178
L000261,Yakima,Yakima,WA,98903,POINT (-120.477805 46.553505),-120.477805,46.553505
L000262,Chelan,Cashmere,WA,98815,POINT (-120.4928912 47.5218431),-120.4928912,47.5218431
L000263,Yakima,Yakima,WA,98902,POINT (-120.524012 46.5973939),-120.524012,46.5973939
L000264,Kittitas,Ellensburg,WA,98926,POINT (-120.5264946 47.005576),-120.5264946,47.005576
L000265,Yakima,Selah,WA,98942,POINT (-120.54188 46.654175),-120.54188,46.654175
L000266,Chelan,Dryden,WA,98821,POINT (-120.5703533 47.5435177),-120.5703533,47.5435177
L000267,Chelan,Peshastin,WA,98847,POINT (-120.6051696 47.5510173),-120.6051696,47.5510173
L000268,Yakima,Yakima,WA,98908,POINT (-120.611068 46.596645),-120.611068,46.596645
L000269,Chelan,Leavenworth,WA,98826,POINT (-120.6860209 47.7095564),-120.6860209,47.7095564
